nodeid,masterid,control_type,control_id,node_lon_lat,control_lon_lat,distance
15193,15193,SIG,10031,"[-74.0119469132819, 40.7074515317293]","[-74.011946, 40.7074499999998]",0.612812741066667
15194,15194,SIG,10146,"[-74.0119349266242, 40.7093058833923]","[-74.011935, 40.7093059999998]",0.0471030029788247
15202,15202,SIG,10189,"[-74.0133785887868, 40.7152378932873]","[-74.013341, 40.7152329999998]",10.5716729180181
15205,15205,SIG,10155,"[-74.0123273648551, 40.7139407705745]","[-74.012326, 40.7139419999999]",0.586338431853285
15219,15219,SIG,12965,"[-74.0115763443717, 40.7040194496444]","[-74.011637, 40.7040459999998]",19.4010612786055
15228,15229,SIG,10162,"[-74.0089875531237, 40.7040848275037]","[-74.008984, 40.7040799999998]",2.01591617751663
15232,15301,SIG,12729,"[-74.0079592611709, 40.7031979505778]","[-74.007965, 40.7031989999998]",1.63648075942996
15234,15234,SIG,10011,"[-74.0115498107421, 40.7049507352225]","[-74.011549, 40.7049499999998]",0.349685467752005
15235,15235,SIG,10012,"[-74.0111899422264, 40.7062787279162]","[-74.011188, 40.7062789999998]",0.547539412257984
15250,15250,SIG,10148,"[-74.0116737618756, 40.70968740263]","[-74.011672, 40.7096869999998]",0.510014201263105
15252,15252,SIG,10029,"[-74.0112483500012, 40.7083047013348]","[-74.01125, 40.7083039999998]",0.523980153161247
15254,15254,SIG,10016,"[-74.0108463810349, 40.7087975445869]","[-74.010846, 40.7087979999998]",0.196696269649127
15255,15255,SIG,10025,"[-74.0105424644333, 40.7091541481645]","[-74.010543, 40.7091549999999]",0.344040127065955
15257,15257,SIG,10018,"[-74.0099873915121, 40.7098056723044]","[-74.009988, 40.7098059999998]",0.206670191725275
15262,15262,SIG,13015,"[-74.0088927020022, 40.7090446232053]","[-74.008912, 40.7090749999999]",12.2925820800394
15266,15266,SIG,10057,"[-74.0112310061476, 40.7103668641282]","[-74.011232, 40.7103679999999]",0.497167838941
15267,15267,SIG,10058,"[-74.0108007666827, 40.7110174072878]","[-74.0108, 40.7110199999998]",0.968221943034021
15268,15268,SIG,10061,"[-74.0104653398312, 40.7115345475534]","[-74.010464, 40.7115349999999]",0.406378843833132
15269,15269,SIG,10068,"[-74.0101216749265, 40.7120846966485]","[-74.010154, 40.7120649999999]",11.4806223693557
15270,15270,SIG,10054,"[-74.0096681230283, 40.7127245700248]","[-74.009667, 40.7127229999998]",0.651246652746934
15272,15272,SIG,10019,"[-74.009473578469, 40.710412542996]","[-74.009472, 40.7104119999999]",0.48024984387835
15273,15273,SIG,10023,"[-74.0090626475656, 40.7108867040246]","[-74.009061, 40.7108869999998]",0.469319740342015
15274,15274,SIG,10033,"[-74.0086008539077, 40.7113922402606]","[-74.008614, 40.7113699999998]",8.88470734232559
15276,9032685,SIG,12973,"[-74.0117152025657, 40.7136577914616]","[-74.011693, 40.7136579999999]",6.15555349160337
15277,15277,SIG,12941,"[-74.0115268963942, 40.7142938715921]","[-74.011539, 40.7142999999999]",4.03036022488799
15278,15278,SIG,12720,"[-74.0113599814696, 40.7149221697433]","[-74.011348, 40.7149079999998]",6.13867838411899
15279,15279,SIG,12875,"[-74.0111184501541, 40.7155933967494]","[-74.011107, 40.7155919999998]",3.21469824110948
15280,15280,SIG,10167,"[-74.0109993709651, 40.7133295215567]","[-74.010998, 40.7133299999998]",0.418132595280749
15281,15281,SIG,10174,"[-74.0105605454854, 40.7138462755492]","[-74.010562, 40.7138459999998]",0.415534528331263
15282,15282,SIG,10173,"[-74.010128106948, 40.7143827664583]","[-74.010129, 40.7143839999999]",0.513096144278815
15283,15283,SIG,10178,"[-74.009689753389, 40.7149509928866]","[-74.009682, 40.7149469999998]",2.59539821419329
15284,15284,SIG,10065,"[-74.0092546782633, 40.7132558061598]","[-74.009256, 40.7132559999998]",0.373162955403947
15285,15285,SIG,10169,"[-74.0092390747002, 40.7155201677299]","[-74.009238, 40.7155199999998]",0.304127057358708
15286,15286,SIG,10064,"[-74.0088319615846, 40.7137959475319]","[-74.00883, 40.7137969999998]",0.665391846979217
15287,15287,SIG,10070,"[-74.00838690925, 40.7143622937937]","[-74.008387, 40.7143619999998]",0.109954800870135
15305,15305,SIG,12888,"[-74.0070471269201, 40.70375038298]","[-74.007047, 40.7037509999998]",0.227536515609613
15317,15317,SIG,12952,"[-74.0074586101416, 40.7072192990063]","[-74.007418, 40.7071989999998]",13.4708383801995
15318,15318,SIG,10166,"[-74.0073921879822, 40.7051826888623]","[-74.007394, 40.7051839999998]",0.69324532373993
15321,15321,SIG,10165,"[-74.0067655772915, 40.7056237978918]","[-74.006766, 40.7056229999999]",0.313432236358993
15322,15322,SIG,10126,"[-74.0067809894699, 40.7067238075952]","[-74.006781, 40.7067239999998]",0.0701595566305644
15325,15325,SIG,10164,"[-74.0060203950157, 40.7061423627272]","[-74.00602, 40.7061419999999]",0.171636072263093
15332,15332,SIG,10163,"[-74.0050022544608, 40.706852518659]","[-74.005003, 40.7068529999999]",0.271070968264356
15334,15334,SIG,12935,"[-74.0047487625497, 40.7052312217561]","[-74.004748, 40.7052309999998]",0.226334832567705
15344,15344,SIG,10193,"[-74.0064354910288, 40.7095573216228]","[-74.006435, 40.7095559999998]",0.500381279735452
15349,15349,SIG,10077,"[-74.0055125296134, 40.7090934082652]","[-74.005484, 40.7090709999999]",11.3672059583732
15353,15353,SIG,12946,"[-74.0048260811795, 40.7096606799449]","[-74.004871, 40.7096989999998]",18.7082591147511
15354,15354,SIG,10013,"[-74.0080998189661, 40.7119944039714]","[-74.008102, 40.7119929999998]",0.791987101142008
15355,15355,SIG,10118,"[-74.0077446656463, 40.7102207734353]","[-74.007744, 40.7102199999998]",0.336837196539412
15357,15357,SIG,10028,"[-74.0076657041903, 40.7125326418751]","[-74.007665, 40.7125309999998]",0.629235086554085
15360,15360,SIG,10120,"[-74.0069858415315, 40.7117374982353]","[-74.006991, 40.7117489999998]",4.42774915456402
15361,15361,SIG,12977,"[-74.0064792152572, 40.7112300630678]","[-74.006516, 40.7112159999998]",11.4127221810777
15363,15363,SIG,12972,"[-74.0055986245391, 40.7103969656918]","[-74.005633, 40.7104939999999]",36.6145535375721
15371,15371,SIG,10056,"[-74.0079394336675, 40.7149269725149]","[-74.00794, 40.7149279999998]",0.405933293388444
15372,15372,SIG,10066,"[-74.0075437594813, 40.715432824743]","[-74.007543, 40.7154329999998]",0.220010114857437
15373,15373,SIG,10027,"[-74.0072245036883, 40.7130552727007]","[-74.007225, 40.7130559999999]",0.298570110137646
15374,15374,SIG,10036,"[-74.0067819488166, 40.7136061526926]","[-74.006753, 40.7136179999998]",9.11243033972418
15375,15375,SIG,10017,"[-74.0063096954322, 40.7141658269585]","[-74.006309, 40.7141649999999]",0.357688387801057
15376,15376,SIG,10030,"[-74.0058884969397, 40.7146772851235]","[-74.005887, 40.7146779999998]",0.489943162020869
15377,15377,SIG,10020,"[-74.005419484164, 40.7152360567823]","[-74.005418, 40.7152349999998]",0.56348790677336
15407,15407,SIG,12939,"[-74.0038689583085, 40.7057928226083]","[-74.003868, 40.7057909999998]",0.715214854876536
15431,15431,SIG,12784,"[-74.0034021136555, 40.7080836749081]","[-74.003401, 40.7080819999998]",0.683885447861487
15433,15433,SIG,10127,"[-74.0025025399782, 40.7088456293918]","[-74.002503, 40.7088449999998]",0.262388044529011
15437,78446,SIG,10124,"[-74.0016646690979, 40.7095227630727]","[-74.001666, 40.7095039999998]",6.84590476794747
15445,15445,SIG,12945,"[-74.0042529996996, 40.7101662403521]","[-74.004233, 40.7101489999998]",8.37835349283664
15474,78713,SIG,10128,"[-74.0011364677078, 40.710175964082]","[-74.001123, 40.7101949999998]",7.87656232026613
15476,15476,SIG,10044,"[-74.0040590086517, 40.7131347898253]","[-74.004058, 40.7131349999998]",0.289919602142411
15478,15478,SIG,10049,"[-74.0036028044783, 40.7136454304666]","[-74.003604, 40.7136459999998]",0.391023852512176
15481,15481,SIG,10045,"[-74.0030937410796, 40.7139577783088]","[-74.003088, 40.7139619999998]",2.21331851700102
15487,15487,SIG,10106,"[-74.0030294949287, 40.7155850651836]","[-74.00303, 40.7155839999998]",0.412564097428729
15488,15488,SIG,10048,"[-74.0025980383144, 40.7143127267316]","[-74.002601, 40.7143179999999]",2.08929800617414
15490,15490,SIG,10052,"[-74.0021145581546, 40.7151589101492]","[-74.002114, 40.7151579999998]",0.365919152742514
15495,15495,SIG,34880,"[-74.0004684696559, 40.6896591461259]","[-74.000455, 40.6896469999999]",5.79102217499303
15504,15508,SIG,30785,"[-73.9991251759371, 40.6892749667925]","[-73.999131, 40.6892499999999]",9.23841843906123
15521,95962,SIG,30748,"[-73.9995127416896, 40.6916514502657]","[-73.99947, 40.6916249999998]",15.27600555648
15532,105590,SIG,30752,"[-73.9984527187602, 40.6913699837511]","[-73.998504, 40.6913859999998]",15.3717389842636
15534,15534,SIG,30751,"[-73.9977692451211, 40.691194697574]","[-73.997793, 40.6911879999999]",7.02504351818084
15535,15535,SIG,34319,"[-73.9974894254101, 40.6918512648549]","[-73.99749, 40.6918529999998]",0.651936801619339
15540,15540,SIG,30803,"[-73.9992356177417, 40.6938863866357]","[-73.999199, 40.6938669999998]",12.3692409979418
15567,15567,SIG,12741,"[-74.0001310926325, 40.7079132673595]","[-74.00013, 40.7079119999999]",0.552239049583165
15588,15588,SIG,10129,"[-74.0005098614295, 40.7109842697659]","[-74.000509, 40.7109839999998]",0.258251853488061
15589,15589,SIG,10125,"[-74.0008727639672, 40.7116969677895]","[-74.000873, 40.7116969999998]",0.0664798503917207
15590,15590,SIG,10142,"[-73.9997016586612, 40.7117804480505]","[-73.999701, 40.7117799999998]",0.244929020431011
15591,15591,SIG,12937,"[-73.9988871876559, 40.7125985659597]","[-73.998894, 40.7125479999998]",18.5192623605214
15592,15592,SIG,10099,"[-73.9986777093249, 40.7118784073977]","[-73.998676, 40.7118779999998]",0.49657988835125
15593,15593,SIG,10119,"[-73.9977699687496, 40.7119705966775]","[-73.997771, 40.7119719999998]",0.585777839138036
15595,15595,SIG,10122,"[-74.0008911128327, 40.7130150990415]","[-74.000891, 40.7130149999998]",0.0477545616560146
15601,15601,SIG,12902,"[-74.0004546309945, 40.7143650477864]","[-74.00044, 40.7143609999998]",4.31580051741661
15608,15608,SIG,12730,"[-73.9982255089668, 40.7132434609799]","[-73.998175, 40.7132919999998]",22.5565729197846
15613,15613,SIG,10039,"[-73.9973002890478, 40.7134682977655]","[-73.997302, 40.7134679999998]",0.486566489953695
15615,15615,SIG,10009,"[-73.9975044541041, 40.7140691319362]","[-73.997486, 40.7140059999998]",23.5629585466202
15616,15616,SIG,30784,"[-73.9972021057187, 40.6887493695283]","[-73.997202, 40.6887479999998]",0.499819882889904
15617,15617,SIG,30745,"[-73.9968739875445, 40.6894328056449]","[-73.996874, 40.6894319999999]",0.293540377587366
15618,15618,SIG,30807,"[-73.9965480519289, 40.6901035255871]","[-73.996549, 40.6901039999998]",0.314645749983939
15619,15619,SIG,30750,"[-73.9962327818248, 40.6907577745151]","[-73.996232, 40.6907569999998]",0.355856064770001
15620,15620,SIG,30761,"[-73.9953332592248, 40.6882263087672]","[-73.995334, 40.6882269999998]",0.325002586807235
15621,15621,SIG,30744,"[-73.9950012201419, 40.6889145661815]","[-73.995002, 40.6889159999998]",0.565383082260629
15622,15622,SIG,30770,"[-73.9946775398295, 40.6895829396336]","[-73.994678, 40.6895829999998]",0.129497659978268
15623,15623,SIG,30747,"[-73.9943609286304, 40.6902394797233]","[-73.99436, 40.6902389999998]",0.31123678801231
15624,15624,SIG,30773,"[-73.9940455887847, 40.6908972616621]","[-73.994047, 40.6908969999998]",0.402800013093573
15626,15626,SIG,30816,"[-73.9967170270763, 40.6934393269077]","[-73.996718, 40.6934389999998]",0.294918914004717
15627,15627,SIG,30811,"[-73.9959143583701, 40.6914154893891]","[-73.995914, 40.6914159999998]",0.210912564967596
15630,15630,SIG,30805,"[-73.995080170183, 40.6931472142573]","[-73.995081, 40.6931479999999]",0.367291968822512
15639,15639,SIG,30295,"[-73.9958548739476, 40.6952206212619]","[-73.995856, 40.6952199999998]",0.385661661914784
15641,15641,SIG,34004,"[-73.9955466941791, 40.6958926721772]","[-73.995546, 40.6958929999998]",0.226536829034268
15644,15644,SIG,30293,"[-73.9946186254202, 40.6941198743733]","[-73.99462, 40.6941199999998]",0.383916267513728
15646,15646,SIG,30291,"[-73.9942981574682, 40.6947916864304]","[-73.994299, 40.6947919999999]",0.260071589262192
15647,15647,SIG,30292,"[-73.9939781090359, 40.6954629563521]","[-73.993978, 40.6954619999999]",0.349736793586808
15655,15655,SIG,30274,"[-73.994604714647, 40.6978887517966]","[-73.994605, 40.6978879999998]",0.285101833547025
15681,15684,SIG,33737,"[-73.9943829787548, 40.7028860001731]","[-73.99444, 40.7029089999999]",17.8935516674829
15688,15688,SIG,12742,"[-73.9960613443955, 40.7092045689149]","[-73.99603, 40.7092239999998]",11.2086127285527
15691,15691,SIG,10108,"[-73.9940217990867, 40.709485008236]","[-73.994023, 40.7094849999998]",0.332956369607349
15692,15692,SIG,10040,"[-73.996947304468, 40.712071687136]","[-73.996948, 40.7120709999998]",0.315995262093646
15693,15693,SIG,12993,"[-73.9971171900081, 40.7127997363165]","[-73.997106, 40.7128029999999]",3.32225453378168
15694,15694,SIG,10041,"[-73.9967772556505, 40.7113462563155]","[-73.996782, 40.7113619999998]",5.88477314005297
15695,15695,SIG,12881,"[-73.9964926565706, 40.710199832028]","[-73.996443, 40.7101989999998]",13.7700455017493
15697,15697,SIG,12859,"[-73.9941429437362, 40.7105586602629]","[-73.994139, 40.7105579999999]",1.1194993152102
15698,15698,SIG,10112,"[-73.9942651654806, 40.7115930543006]","[-73.994261, 40.7115929999998]",1.15497650226511
15699,15699,SIG,10111,"[-73.994360694737, 40.7123083427321]","[-73.994362, 40.7123089999998]",0.43391616612715
15702,15702,SIG,10109,"[-73.9948404897481, 40.7142093518891]","[-73.99486, 40.7142219999998]",7.105502558009
15703,15703,SIG,12858,"[-73.9944597126647, 40.7130214258343]","[-73.994459, 40.7130199999998]",0.555776760381324
15704,15704,SIG,10110,"[-73.9945845475678, 40.7136904210103]","[-73.994586, 40.7136899999998]",0.430875499669032
15709,15709,SIG,10075,"[-73.994274457233, 40.7156216134341]","[-73.994275, 40.7156219999998]",0.206093545981472
15711,15711,SIG,10076,"[-73.9939445631542, 40.7137440325325]","[-73.993944, 40.7137449999999]",0.385504770880844
15712,15712,SIG,10072,"[-73.9939503361522, 40.7142908317571]","[-73.993951, 40.7142909999998]",0.193972347166641
15714,15714,SIG,30787,"[-73.9929288913154, 40.6885194221152]","[-73.992933, 40.6885149999998]",1.97332744808952
15717,15717,SIG,30749,"[-73.9923636697756, 40.6896901235158]","[-73.992363, 40.6896889999998]",0.44950183901843
15718,15718,SIG,30796,"[-73.992052714046, 40.6903454509351]","[-73.992053, 40.6903449999999]",0.182426705106628
15719,15719,SIG,34418,"[-73.9910933947517, 40.6885710363885]","[-73.99108, 40.6885599999998]",5.47419359366355
15720,15720,SIG,30746,"[-73.9907066951193, 40.6891367442988]","[-73.990574, 40.6891049999999]",38.5744013129053
15721,15721,SIG,30758,"[-73.9901661786779, 40.6897295342719]","[-73.990167, 40.6897299999998]",0.284026042132461
15722,15722,SIG,30766,"[-73.9934375994511, 40.6921544438273]","[-73.993437, 40.6921539999998]",0.231907433594753
15723,15723,SIG,30764,"[-73.9931030009303, 40.6928458551814]","[-73.993102, 40.6928459999998]",0.282538665637255
15724,15724,SIG,30277,"[-73.9927436601034, 40.6936048033048]","[-73.992745, 40.6936039999999]",0.472983729910061
15725,15725,SIG,30795,"[-73.99174170589, 40.6909926368188]","[-73.991742, 40.6909929999998]",0.155435837299315
15726,15726,SIG,30791,"[-73.9914482539774, 40.691596580481]","[-73.991447, 40.6915969999998]",0.379854521657013
15727,71728,SIG,30789,"[-73.9909718693403, 40.6925488005277]","[-73.99097, 40.6925489999998]",0.523459448290569
15728,15728,SIG,30282,"[-73.99072896004, 40.6930477013694]","[-73.990729, 40.6930489999998]",0.473259013059277
15731,15731,SIG,30275,"[-73.9924234715729, 40.6942760888072]","[-73.992423, 40.6942759999998]",0.134712567864685
15732,15732,SIG,30276,"[-73.992099821864, 40.6949473713236]","[-73.992099, 40.6949479999998]",0.323113254881045
15733,15847,SIG,30271,"[-73.9911749502627, 40.6962513534627]","[-73.99119, 40.6962929999998]",15.7365117374956
15735,15735,SIG,33674,"[-73.9904528657517, 40.6937205842922]","[-73.990447, 40.6937349999998]",5.49818855395149
15736,15736,SIG,33134,"[-73.9906660549766, 40.6945688235302]","[-73.990664, 40.6945609999999]",2.9067482694127
15738,15738,SIG,30273,"[-73.9930182223708, 40.6974623648614]","[-73.993018, 40.6974599999998]",0.863792777908623
15743,15743,SIG,30266,"[-73.9913681215114, 40.6970137518483]","[-73.991367, 40.6970099999998]",1.40183977277593
15747,15747,SIG,30294,"[-73.9933604494727, 40.7004859168485]","[-73.99336, 40.7004849999999]",0.356527720324614
15758,15758,SIG,30290,"[-73.9917583556368, 40.7000518124131]","[-73.991759, 40.7000479999998]",1.40041986224818
15765,15765,SIG,30270,"[-73.9909320175654, 40.7007662155993]","[-73.99093, 40.7007699999998]",1.48793929741681
15769,80555,SIG,33216,"[-73.9932538826124, 40.702411971389]","[-73.99327, 40.7024399999999]",11.1466982294686
15770,15770,SIG,33564,"[-73.9926120493297, 40.702061127708]","[-73.992612, 40.7020609999998]",0.0484966683783092
15801,92942,SIG,12708,"[-73.9921915872138, 40.7108916947115]","[-73.992189, 40.7108959999998]",1.72476428406243
15807,92936,SIG,10134,"[-73.992267474006, 40.7124675575062]","[-73.992279, 40.7124599999999]",4.21800494353916
15808,15808,SIG,12975,"[-73.9897897065881, 40.7100930417947]","[-73.989821, 40.7100819999998]",9.5630560201394
15810,15810,SIG,12706,"[-73.9934007336558, 40.7153547544903]","[-73.993402, 40.7153559999998]",0.573717010805441
15814,15814,SIG,10132,"[-73.9927226633135, 40.7138444047086]","[-73.99261, 40.7138529999998]",31.38948421616
15817,92934,SIG,10133,"[-73.9923915696056, 40.7131908108189]","[-73.992386, 40.7131879999998]",1.85277363141022
15819,15815,SIG,10131,"[-73.9925624209966, 40.7143880776161]","[-73.99269, 40.7143729999998]",35.7916388893475
15827,15827,SIG,10135,"[-73.9901890204046, 40.7140532332366]","[-73.990199, 40.7140519999998]",2.8028145882534
15828,15828,SIG,10074,"[-73.990220125915, 40.7144049401178]","[-73.990221, 40.7144059999998]",0.455879479950399
15830,15830,SIG,30757,"[-73.989736900384, 40.6903599730872]","[-73.989738, 40.6903589999999]",0.467632142396089
15831,15831,SIG,30835,"[-73.9891681269612, 40.6886155547467]","[-73.989168, 40.6886159999998]",0.165995945255181
15832,15832,SIG,30881,"[-73.9887214677827, 40.6892458081223]","[-73.988721, 40.6892449999998]",0.321736017282379
15833,15833,SIG,30880,"[-73.9883004732295, 40.689869425545]","[-73.988299, 40.6898699999998]",0.459047025437513
15834,15834,SIG,30872,"[-73.9878920157464, 40.690467513152]","[-73.987891, 40.6904689999998]",0.610564523613206
15835,15835,SIG,34471,"[-73.9870998587184, 40.6901627294469]","[-73.987066, 40.6901519999998]",10.1709522522484
